uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_stuhr_bbox
127694,83,0.8433734939759037,0.1566265060240964,0.0,0.05392156862745098,0.927710843373494,0.9879518072289156,2,1.0,8.802321160000002,53.025746059999996,8.81135412,53.04318539999999,4213485.30865165,4.137817205930928E8
445142,3948,0.8799392097264438,0.10055724417426545,0.01950354609929078,0.28431372549019607,0.9949341438703141,0.9987335359675785,24,1.0,8.778884360000001,53.01670369166666,8.806034680000003,53.033631291666666,8642172.203064695,4.137817205930928E8
722137,19,0.0,1.0,0.0,0.049019607843137254,0.5789473684210527,0.9473684210526316,1,0.17398075305315233,8.619986575,52.862747399999996,8.920778575,53.20695305,2.3783189423641567E9,4.137817205930928E8
448212,16,0.625,0.25,0.125,0.014705882352941176,0.8125,0.9375,6,1.0,8.795922916666667,53.051747983333335,8.806706816666669,53.06226456666666,2484922.05866071,4.137817205930928E8
70357,2,0.5,0.5,0.0,0.0,0.0,1.0,1,9.616110595777984E-6,-73.5380047,45.5065925,9.0995266,53.4573678,4.30300500885219E13,4.137817205930928E8
16085,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,8.7011553,53.0039893,8.7207115,53.0082268,627418.5298832566,4.137817205930928E8
247003,1,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,8.7894703,53.0197697,8.7955885,53.0221655,217934.5045773242,4.137817205930928E8
360669,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,8.7727431,53.0422615,8.8058459,53.0504526,2556647.526496523,4.137817205930928E8
465118,8,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,8.7249615,53.0454559,8.7266717,53.0462789,23675.735127768385,4.137817205930928E8
524500,1,0.0,1.0,0.0,0.0,1.0,1.0,1,3.3074703917172674E-5,-9.1528905,38.6766241,8.7281049,53.0385733,4.912155230150211E12,4.137817205930928E8
4707483,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,8.7376134,53.0501774,8.7376134,53.0501774,0.0,4.137817205930928E8
963280,2,0.0,1.0,0.0,0.004901960784313725,0.5,0.5,1,0.5553465720620546,8.8169511,53.0363193,8.8223757,53.0370271,12078.078717247112,4.137817205930928E8
230627,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.33333333333333337,1.0,2,0.38911187525385704,8.62255305,52.888518000000005,8.7077261,53.06198065,4.0057896420780575E8,4.137817205930928E8
412390,8,0.0,1.0,0.0,0.014705882352941176,0.75,1.0,4,1.0,8.792771425,53.048929650000005,8.816216025,53.0564283,2233540.320692756,4.137817205930928E8
