"source";"target";"weight"
"4803636";"2877776";"11.0"
"2998482";"2660416";"7.0"
"2324381";"524942";"5.0"
"149562";"781165";"1.0"
"172172";"2103363";"5.0"
"91601";"239657";"6.0"
"2998482";"239657";"1.0"
"3086899";"482045";"1.0"
"1417";"2878384";"9.0"
"3346710";"1240960";"19.0"
"1068331";"2909744";"18.0"
"338722";"2883594";"6.0"
"781165";"338722";"3.0"
"2246937";"1707925";"1.0"
"91601";"2219449";"1.0"
"2246937";"169322";"5.0"
"4803595";"781165";"4.0"
"2998482";"549533";"2.0"
"172172";"2881599";"52.0"
"3291228";"549533";"5.0"
"524942";"549533";"1.0"
"4803639";"3291228";"1.0"
"98987";"172172";"1.0"
"1240960";"198696";"19.0"
"338722";"1197054";"3.0"
"1068331";"2052772";"2.0"
"348237";"223792";"2.0"
"348237";"2864847";"4.0"
"2909744";"2359952";"5.0"
"4803595";"2328741";"2.0"
"4803595";"604092";"1.0"
"2880451";"383311";"10.0"
"384195";"574565";"2.0"
"64354";"354099";"1.0"
"2323689";"1700207";"2.0"
"482045";"2889667";"1.0"
"172172";"2876965";"1.0"
"91601";"1197054";"7.0"
"2998482";"2889857";"10.0"
"2998482";"2328739";"1.0"
"224551";"145342";"3.0"
"1068331";"2328739";"5.0"
"383311";"2328739";"2.0"
"91601";"226627";"1.0"
"3573327";"338722";"2.0"
"574565";"680178";"3.0"
"1567793";"781165";"4.0"
"2324381";"2016912";"15.0"
"2323688";"338722";"7.0"
"3021971";"2262332";"2.0"
"2998482";"491626";"13.0"
"574565";"2558361";"5.0"
"4803637";"2787436";"1.0"
"4803639";"2787436";"4.0"
"172172";"2878648";"94.0"
"3415798";"680178";"1.0"
"4803638";"4803623";"1.0"
"3642846";"3573327";"1.0"
"2897784";"1337589";"8.0"
"524942";"1337589";"23.0"
"4803639";"338722";"10.0"
"1829794";"2872071";"2.0"
"4803639";"2903795";"2.0"
"178297";"1337589";"1.0"
"3268514";"1660108";"15.0"
"4803636";"1585847";"12.0"
"91601";"2629426";"1.0"
"338722";"2016912";"2.0"
"4803595";"4212701";"3.0"
"2512411";"2878777";"2.0"
"338722";"2748306";"2.0"
"3569360";"3276791";"48.0"
"2524133";"1189919";"1.0"
"57763";"2870682";"8.0"
"2998482";"2328740";"13.0"
"2998482";"2277026";"13.0"
"201470";"1772322";"4.0"
"1290410";"1068331";"3.0"
"3573327";"524942";"11.0"
"781165";"2016912";"3.0"
"3569360";"91601";"5.0"
"2748306";"91601";"1.0"
"2877833";"1240960";"2.0"
"4803595";"4803623";"1.0"
"338722";"1526123";"2.0"
"1700207";"751096";"3.0"
"781165";"751096";"1.0"
"680178";"781165";"55.0"
"3107108";"338722";"10.0"
"2879219";"2866455";"4.0"
"2690135";"2629615";"4.0"
"2540374";"1197054";"1.0"
"1290410";"2323675";"1.0"
"2998482";"2323675";"6.0"
"1417";"2880228";"1.0"
"182754";"751096";"9.0"
"2875455";"1567793";"4.0"
"2175759";"2897604";"1.0"
"2629426";"338722";"3.0"
"2897988";"313303";"4.0"
"3642846";"4803636";"3.0"
"1240960";"596158";"1.0"
"525228";"748402";"20.0"
"2909744";"2875640";"10.0"
"237056";"1126659";"5.0"
"3271264";"2328740";"1.0"
"2998482";"2873138";"9.0"
"172172";"2877992";"5.0"
"680178";"2907526";"4.0"
"2877833";"62534";"5.0"
